text,label
堆杂物，灭火器失效[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
合成车间有一台手动打孔机螺丝松懈[SEP]工业/危化品类[SEP]机械设备安全防护[SEP]人身防护[SEP]皮带轮、齿轮、凸轮、曲柄连杆机构等外露的转动和运动部件应有防护罩。,0
"在检查车间时有发现临时占用通道，现已整改拉走[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
灭火器未安排人员定检[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,0
灭火器压力过期[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
道路有些拥堵[SEP]纯办公场所[SEP]消防安全[SEP]消防通道[SEP]疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,0
"地面不整洁，经过立即整改，地面清扫干净。合格。[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
2、安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
堆放杂物[SEP]工业/危化品类[SEP]危险化学品[SEP]燃气管道[SEP]在规定的燃气管道及设施安全保护范围内禁止下列行为：（1）进行机械开挖和爆破作业；（2）倾倒、排放腐蚀性物质；（3）修筑建筑物、构筑物和堆放物品；（4）其他可能危害燃气管道及设施安全的行为。,0
已经整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,1
仓管员对于货物安排摆放必须清晰[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,0
压铸车间灭火器点检表没有更新，立即责令负责人整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,0
控制开关张贴的“当心触电”安全警示标志不符合要求。[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
车间应急照明不通电[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
一楼仓库一支干粉灭火器过期已更换[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
配电箱、电源插座回路、移动电源插座、低于2.4m照明灯具开关需安装漏电保护器。[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、电源插座回路、移动电源插座、低于2.4m照明灯具开关需安装漏电保护器。,1
堵消防栓[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
通道堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
货物中转期间货物存放于安全通道处，导致安全通道变窄，已对当事人及部门主管进行教育，并当场以整改完毕[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
未粘贴[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
安全出口堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
没有张贴小心触电字样[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,1
"油漆车间一大换气扇不能正常运转民,确保作业环境通风,要求车产主管即时检修,已整改[SEP]工业/危化品类[SEP]作业环境[SEP]通风与照明[SEP]作业场所通风良好。",0
新入职员工未及时演练使用灭火器[SEP]纯办公场所[SEP]基础管理[SEP]应急管理[SEP]定期进行应急演练，有演练记录。,0
例行检查发现三楼楼梯口有杂物堵塞，以现场整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
    主要负责人依法履行安全管理职责（存在职业健康危害的单位需自查职业卫生履职情况）。[SEP]商贸服务教文卫类[SEP]主要负责人、分管负责人及管理人员履职情况[SEP]主要负责人履职情况[SEP]主要负责人依法履行安全管理职责（存在职业健康危害的单位需自查职业卫生履职情况）。,1
灭火器被阻挡，已及时清理[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
A拉线配电箱各开关功能标识脱落[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
机械未能按时擦油保养，已整改[SEP]商贸服务教文卫类[SEP]机械设备安全防护[SEP]危险机械设备[SEP]冲、剪、压机械、木工机械、砂轮机、注塑机械、压痕机、粉碎机、抛光机等危险设备的安全防护装置完好齐全。,0
三楼组装车间防火门闭门器坏[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
"学校B栋一楼楼梯口被临时货物堆放占用[SEP]商贸服务教文卫类[SEP]场所环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
安全疏散指示标志脱落[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
灭火器过期[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
有部分灭火器过期，需更换或者充装[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
应急照明灯不亮[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
A12一楼一处设备未接地（维修台）[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)进出线中的N线必须通过N线端子板连接，接地线必须通过接地线端子板连接；,0
电箱盖子掉落[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]用火、用电有无违章情况；,0
已整改[SEP]工业/危化品类[SEP]作业环境[SEP]通风与照明[SEP]作业场所通风良好。,1
"作业通道临时堆放杂物[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
堆放废纸片的地方“严禁烟火”警示牌脱落。[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]风险公告[SEP]对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,0
员工候工室一个灭火器失效[SEP]交通运输类[SEP]消防安全[SEP]防火检查[SEP]灭火器材配置及有效情况。,0
冬季安全应急照明，安全出口情况，灭火器材，用电安全[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
安全生产奖惩记录未开[SEP]工业/危化品类[SEP]安全管理档案[SEP]安全生产会议记录[SEP]安全生产会议记录包括：（1）安全生产例会记录。（2）安全生产专项会议记录。（3）安全生产奖惩记录。,0
消防通道被业主丢垃圾堵塞，已找到当事人整改[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
应急演练没有存档。[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,0
现场检查发现17楼安全指示灯故障。[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整。,0
有四瓶灭火器气压不够已经及时更换[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
检查中有放盖子   已清理[SEP]交通运输类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,0
应急灯需要维修[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况。,0
10F走道应急灯失效，立即整改[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况。,0
没有灭火器标志[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
已建档[SEP]工业/危化品类[SEP]责任制、管理制度及操作规程[SEP]责任制、管理制度及操作规程[SEP]建立、健全安全生产责任制、安全生产规章制度和操作规程。,1
已整改[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]消防车通道、消防水源情况。,1
"防火门周围堆放有杂物，要求清理干净,保证防火门的正常使用[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；",0
指示灯不亮[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
楼梯口安全标志脱落[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况。,0
1、建立并保存事故隐患排查治理档案。[SEP]工业/危化品类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,1
过期[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
三楼楼梯消火栓点检标识脱落[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,0
车间临时堆放半成品堵塞 已清理[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
2019年下半年演练未开展[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,0
"通道处临时堆放零星杂物，已立即处理，并对相关人员进行警告教育[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
已进行第二季度员工消防安全宣传培训[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,0
20日进行复工培训[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,1
知识不够，重新培训[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]重点工种人员以及其他员工消防知识的掌握情况；,0
货款物太高又不整齐[SEP]工业/危化品类[SEP]仓库[SEP]一般要求[SEP]堆垛堆距应符合要求。,0
AAA[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,1
无标识[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
灭火器未及时做检查工作[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,0
灭火器检查时间过期，现已整改完毕。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
没有建立安全档案[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,0
新进员工对灭火器使用方法暂不清楚，已现场对其进行讲解[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]重点工种人员以及其他员工消防知识的掌握情况；,0
应急照明灯有故障[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
二楼大门口安装防火玻璃门。[SEP]三小场所[SEP]消防安全[SEP]灭火器材[SEP]生产经营场所应按规定配备足够、性能适用的灭火器；不得使用淘汰及禁止使用的灭火器；灭火器固定摆放，定期校验，过期必须及时更换,1
无绝缘垫[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电房[SEP]配电房内电缆线应放置在电缆沟内，并应加设盖板。配电柜前后面应放置绝缘垫，其绝缘垫的长度应大于配电柜的宽度。,0
"二楼电源车间生产现场部分物料占道[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
消防门有货物堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
配电箱旁边堆放物品，已清理完毕[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、开关箱内不得放置任何杂物，电器元件不可安装在可燃材料上。,0
货物档住灭火器的取用[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
货物堵住通道[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
照明灯不亮[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
通道堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
灭火器压力表压力不够[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
堵塞消防设施[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
二楼电箱未张贴“小心有电”已整改[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]风险公告[SEP]对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,0
一楼车间消防安全标志脱落[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全标志的设置情况和完好、有效情况；,0
"电源开关盒下面有杂物[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
车间插座无额定电压标识，已张贴。[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,0
  [SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,1
未装应急灯[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
配电箱无张贴安全警示标志[SEP]商贸服务教文卫类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
贴墙接线电排插脱落[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,0
常闭式防火门有时会打开、[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
缺失触电、机械伤害警示标识。[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]风险公告[SEP]对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,0
一楼木工房部分机器无操作规程，立即张贴操作规程，加强员工安全教育[SEP]工业/危化品类[SEP]责任制、管理制度及操作规程[SEP]责任制、管理制度及操作规程[SEP]建立、健全安全生产责任制、安全生产规章制度和操作规程。,0
定期进行应急演练[SEP]纯办公场所[SEP]基础管理[SEP]应急管理[SEP]定期进行应急演练，有演练记录。,1
灭火器没固定[SEP]纯办公场所[SEP]消防安全[SEP]灭火器材[SEP]灭火器应合理分布，固定摆放并定期校验。,0
节后复工对公司进行全面检查，排查各大潜在隐患。包括门窗、电线、消费器材和仓库等。[SEP]商贸服务教文卫类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,1
灭火器增加[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,1
营业室一个二氧化碳灭火器称重不合格。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
"通道堆放物料[SEP]工业/危化品类[SEP]作业环境[SEP]作业通道[SEP]作业通道应保持畅通，禁止临时堆放货物；通道以黄色或者白色线标明。凡有地坑、壕、池的地方,应设置盖板或护栏。",0
应急灯和箭头标志坏了另通道堵塞立刻整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
检查人员漏检查，已经整改。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]防火巡查情况；,0
老化间不合安全生产规定[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全重点部位的管理情况；,0
六楼后楼梯有杂物，已经清理。[SEP]三小场所[SEP]消防安全[SEP]消防通道和疏散[SEP]疏散通道无占用、堵塞、封闭等现象。安全出口不得上锁。,0
氧化车间一处灭火器被物料挡住[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]其他消防安全情况。防火巡查人员应当及时纠正违章行为，妥善处置火灾危险，无法当场处置的，应当立即报告。发现初起火灾应当立即报警并及时扑救。,0
部分开关箱上“当心触电”标志老化，已重新贴上新的“当心触电”标志[SEP]工业/危化品类[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱(柜)门张贴有“当心触电”安全警示标志。金属箱(柜)门与金属箱(柜)体必须通过采用编织软铜线做电气连接。,0
安全疏散通道畅通整改完毕[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,1
一楼一生产区域工作台插座未按要求接地线。[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]电源插座、电源插头应按规定正确接线。,0
无[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,1
财务室门口消防栓玻璃破裂，已更换新玻璃[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整。,0
消防通道堵 塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
缺失2月安全会议记录[SEP]商贸服务教文卫类[SEP]安全管理档案[SEP]安全生产会议记录[SEP]保存安全会议记录，包括：（1）安全例会记录。（2）安全专项会议记录。（3）安全奖惩记录。,0
配电箱无张贴“当心触电”安全警示标志，现已整改。[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱应设置“当心触电”安全警示标志。箱门与箱体应跨接并接地。,0
增加安全疏散指示标志。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全标志的设置情况和完好、有效情况；,0
"1楼163手报因故障报丢失,需更换,已更换[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]消防（控制室）值班情况和设施运行、记录情况。",0
安全出口标记灯不亮 [SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
消防通道阻碍[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
快递纸箱堆放未及时处理[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]易燃易爆危险物品和场所防火防爆措施的落实情况以及其他重要物资的防火安全情况。,0
电房没有警示标志[SEP]工业/危化品类[SEP]警示标志与危险作业[SEP]风险公告[SEP]对有较大危险因素的生产经营场所和有关设施、设备进行辨识，设置明显的安全警示标志，制定防范措施。,0
会进行安全事故调查报告，包括原因分析，包括生产安全事故记录。[SEP]交通运输类[SEP]安全管理档案[SEP]生产安全事故记录[SEP]生产安全事故调查报告。,1
有一处有火灾隐患，现已整改好[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]火灾隐患的整改情况以及防范措施的落实情况；,0
消防通道摆放鞋架等杂物[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好。,0
完善2019年度安全投入工作计划。[SEP]工业/危化品类[SEP]安全管理档案[SEP]安全生产会议记录[SEP]安全生产会议记录包括：（1）安全生产例会记录。（2）安全生产专项会议记录。（3）安全生产奖惩记录。,1
立刻整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,1
所用移动插排为有隐患旧产品，需淘汰[SEP]商贸服务教文卫类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]无铠装电缆在屋内明敷，水平敷设时，其至地面的距离不应小于2.5m；垂直敷设时，其至地面的距离不应小于1.8m。当不能满足上述要求时应有防止电缆机械损伤的措施。沿地敷设的电缆应穿钢管保护。穿管的内径不应小于电缆外径的1.5倍。,0
最近一周入职人员未参与安全教育培训[SEP]工业/危化品类[SEP]安全教育培训[SEP]员工安全教育及外来人员培训教育[SEP]制定并实施全员参与的安全教育培训计划，并建立档案。对外来施工、工作和参访人员进行安全教育和安全告知并建立档案。,0
灭火器~气压不够达标[SEP]工业/危化品类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,0
由于搬厂没及时演练，现已经演练好了[SEP]工业/危化品类[SEP]应急管理[SEP]应急演练[SEP]定期组织应急演练。,0
已处理！[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
巡查时防火门未关闭[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
缺少照明灯[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
数量不足，增强安全意识增加灭火器数量[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
物品未按要求摆放，超高上限，已整改！[SEP]工业/危化品类[SEP]仓库[SEP]一般要求[SEP]库房内储存物品应分类、分堆、限额存放。,0
车间手工岗位一处移动排查使用花线作电源线[SEP]工业/危化品类[SEP]电气安全[SEP]电气线路及电源插头插座[SEP]无铠装电缆在屋内明敷，水平敷设时，其至地面的距离不应小于2.5m；垂直敷设时，其至地面的距离不应小于1.8m。当不能满足上述要求时应有防止电缆机械损伤的措施。沿地敷设的电缆应穿钢管保护。穿管的内径不应小于电缆外径的1.5倍。,0
定期检查消防器材[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]消防安全标志的设置情况和完好、有效情况；,1
2个灭火器过期[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]其他需要检查的内容。　　,0
移动照片[SEP]工业/危化品类[SEP]仓库[SEP]照明要求[SEP]库房内不得设置移动照明灯具，照明灯具下方不准堆放物品，其垂直下方与储存物品水平间距不得小于0.5米。,0
7 栋楼顶消防水池供水异常，水池存在不明漏水，导致高区消火栓无水。[SEP]商贸服务教文卫类[SEP]消防检查[SEP]防火检查[SEP]消防车通道、消防水源情况。,0
老化房防火门处于未关闭状态[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
疏散通道堵塞[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
发现三楼车间内安全出口指示灯不亮[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
应急灯滴滴的响有故障，更换新的。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]用火、用电有无违章情况；,1
应急照明不亮。[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,0
防火门没有正常关闭，已整改[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]常闭式防火门是否处于关闭状态，防火卷帘下是否堆放物品影响使用；,0
电线乱拉乱放[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]用火、用电有无违章情况；,0
车间有个灭火器快过有效期，已拿瓶去充粉。[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]灭火器材配置及有效情况；,0
消防安全标志掉落[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
氮气瓶放置有问题，不符合安监规定。已整改。[SEP]纯办公场所[SEP]电气安全[SEP]配电箱（柜、板）[SEP]配电箱、电源插座回路、移动电源插座、低于2.4m照明灯具开关需安装漏电保护器。,0
2号车间安全出口应急灯插座损坏[SEP]工业/危化品类[SEP]消防检查[SEP]防火检查[SEP]安全疏散通道、疏散指示标志、应急照明和安全出口情况；,0
安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]安全出口、疏散通道是否畅通，安全疏散指示标志、应急照明是否完好；,1
无[SEP]商贸服务教文卫类[SEP]安全管理档案[SEP]隐患排查记录[SEP]建立并保存事故隐患排查治理档案。,1
二栋7DE连廊，卷帘门下堆放物料，如遇突发情况将影响使用，存在安全隐患（按要求防火卷帘门两侧各0.5m范围不得堆放物品）。[SEP]工业/危化品类[SEP]消防检查[SEP]防火巡查[SEP]消防设施、器材和消防安全标志是否在位、完整；,0
